时间,事件类型,边界框,置信度,目标类别
2025-03-29 09:26:25.175,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 09:26:25.190,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:26:25.209,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-03-29 09:26:25.226,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-03-29 09:26:25.242,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-03-29 09:26:25.258,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-03-29 09:26:25.274,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-03-29 09:26:25.291,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-03-29 09:26:25.309,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-03-29 09:26:26.239,报警,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:26:26.361,检测,"[731.3900756835938, 322.4884033203125, 754.7687377929688, 388.0484619140625]",0.532,person
2025-03-29 09:26:27.326,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:26:27.358,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:26:27.374,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:26:27.593,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:26:27.611,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:26:27.628,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:26:27.645,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:26:27.662,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:26:27.679,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 09:26:27.696,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 09:26:27.712,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 09:26:27.730,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 09:26:27.746,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 09:27:20.280,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:27:20.325,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:27:20.348,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:27:20.649,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:27:20.672,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:27:20.693,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:27:20.716,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:27:20.738,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:27:20.761,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 09:27:20.783,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 09:27:20.806,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 09:27:20.829,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 09:27:20.852,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 09:27:21.640,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 09:27:21.707,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 09:27:21.729,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 09:27:21.774,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 09:27:21.797,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 09:27:21.821,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 09:27:21.843,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 09:27:21.867,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 09:27:21.892,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 09:27:21.917,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 09:27:21.942,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 09:27:21.965,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 09:27:21.989,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 09:27:22.010,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 09:27:22.033,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 09:27:22.056,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 09:27:22.078,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 09:27:22.102,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 09:27:22.126,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:28:09.383,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:28:09.431,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:28:09.455,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:28:09.773,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:28:09.799,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:28:09.816,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:28:09.839,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:28:09.860,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:28:09.876,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 09:28:09.905,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 09:28:09.931,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 09:28:09.956,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 09:28:09.982,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 09:28:10.840,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 09:28:10.923,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 09:28:10.946,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 09:28:10.996,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 09:28:11.021,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 09:28:11.045,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 09:28:11.061,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 09:28:11.081,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 09:28:11.108,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 09:28:11.134,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 09:28:11.159,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 09:28:11.182,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 09:28:11.198,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 09:28:11.224,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 09:28:11.250,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 09:28:11.280,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 09:28:11.307,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 09:28:11.333,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 09:28:11.353,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:38:38.347,检测,"[194.39996337890625, 120.44390869140625, 639.9537353515625, 478.045654296875]",0.81,person
2025-03-29 09:38:38.418,检测,"[214.12538146972656, 121.8121337890625, 640.0, 477.936279296875]",0.774,person
2025-03-29 09:38:38.418,检测,"[206.30908203125, 121.59580993652344, 638.1963500976562, 479.6024169921875]",0.794,person
2025-03-29 09:38:38.420,检测,"[206.30908203125, 121.59580993652344, 638.1963500976562, 479.6024169921875]",0.794,person
2025-03-29 09:38:38.438,检测,"[212.54510498046875, 122.73858642578125, 639.8118286132812, 477.83856201171875]",0.76,person
2025-03-29 09:38:38.456,检测,"[212.54510498046875, 122.73858642578125, 639.8118286132812, 477.83856201171875]",0.76,person
2025-03-29 09:38:38.474,检测,"[214.00421142578125, 122.46588134765625, 639.89990234375, 478.17535400390625]",0.801,person
2025-03-29 09:38:38.494,检测,"[214.00421142578125, 122.46588134765625, 639.89990234375, 478.17535400390625]",0.801,person
2025-03-29 09:38:38.529,检测,"[215.95074462890625, 121.58074951171875, 638.1854248046875, 479.49761962890625]",0.817,person
2025-03-29 09:38:38.551,检测,"[215.95074462890625, 121.58074951171875, 638.1854248046875, 479.49761962890625]",0.817,person
2025-03-29 09:38:38.592,检测,"[217.41143798828125, 122.16496276855469, 639.0311279296875, 479.23345947265625]",0.816,person
2025-03-29 09:38:38.613,检测,"[217.41143798828125, 122.16496276855469, 639.0311279296875, 479.23345947265625]",0.816,person
2025-03-29 09:38:38.674,检测,"[213.77398681640625, 123.053466796875, 638.5075073242188, 479.604736328125]",0.809,person
2025-03-29 09:38:38.694,检测,"[213.77398681640625, 123.053466796875, 638.5075073242188, 479.604736328125]",0.809,person
2025-03-29 09:38:38.737,检测,"[211.8271026611328, 120.9127197265625, 638.0165405273438, 479.52716064453125]",0.829,person
2025-03-29 09:38:38.758,检测,"[211.8271026611328, 120.9127197265625, 638.0165405273438, 479.52716064453125]",0.829,person
2025-03-29 09:38:38.801,检测,"[222.4825439453125, 121.26416015625, 639.3178100585938, 479.183837890625]",0.781,person
2025-03-29 09:38:38.822,检测,"[222.4825439453125, 121.26416015625, 639.3178100585938, 479.183837890625]",0.781,person
2025-03-29 09:38:38.864,检测,"[214.506591796875, 121.16595458984375, 638.136962890625, 479.4720458984375]",0.839,person
2025-03-29 09:38:38.883,检测,"[214.506591796875, 121.16595458984375, 638.136962890625, 479.4720458984375]",0.839,person
2025-03-29 09:38:38.927,检测,"[217.4828643798828, 121.77143859863281, 638.2951049804688, 479.45684814453125]",0.791,person
2025-03-29 09:38:38.948,检测,"[217.4828643798828, 121.77143859863281, 638.2951049804688, 479.45684814453125]",0.791,person
2025-03-29 09:38:38.993,检测,"[201.85247802734375, 122.54104614257812, 638.123291015625, 479.5977478027344]",0.765,person
2025-03-29 09:38:39.015,检测,"[201.85247802734375, 122.54104614257812, 638.123291015625, 479.5977478027344]",0.765,person
2025-03-29 09:38:39.074,检测,"[208.3245849609375, 121.90591430664062, 638.095458984375, 479.5579528808594]",0.792,person
2025-03-29 09:38:39.093,检测,"[208.3245849609375, 121.90591430664062, 638.095458984375, 479.5579528808594]",0.792,person
2025-03-29 09:38:39.136,检测,"[202.1937713623047, 121.95281982421875, 638.2655639648438, 479.5867919921875]",0.765,person
2025-03-29 09:38:39.157,检测,"[202.1937713623047, 121.95281982421875, 638.2655639648438, 479.5867919921875]",0.765,person
2025-03-29 09:38:39.201,检测,"[208.8527069091797, 122.45245361328125, 638.3738403320312, 479.56085205078125]",0.774,person
2025-03-29 09:38:39.223,检测,"[208.8527069091797, 122.45245361328125, 638.3738403320312, 479.56085205078125]",0.774,person
2025-03-29 09:38:39.265,检测,"[221.103271484375, 120.37786865234375, 638.160400390625, 479.4656982421875]",0.79,person
2025-03-29 09:38:39.286,检测,"[221.103271484375, 120.37786865234375, 638.160400390625, 479.4656982421875]",0.79,person
2025-03-29 09:38:39.328,检测,"[211.88829040527344, 121.42399597167969, 639.8460693359375, 478.25006103515625]",0.769,person
2025-03-29 09:38:39.349,检测,"[211.88829040527344, 121.42399597167969, 639.8460693359375, 478.25006103515625]",0.769,person
2025-03-29 09:38:39.384,报警,"[194.39996337890625, 120.44390869140625, 639.9537353515625, 478.045654296875]",0.81,person
2025-03-29 09:38:39.395,检测,"[217.03143310546875, 121.04669189453125, 638.1490478515625, 479.46588134765625]",0.837,person
2025-03-29 09:38:39.413,检测,"[217.03143310546875, 121.04669189453125, 638.1490478515625, 479.46588134765625]",0.837,person
2025-03-29 09:38:39.457,检测,"[214.45184326171875, 121.61618041992188, 638.373291015625, 479.5651550292969]",0.768,person
2025-03-29 09:38:39.477,检测,"[214.45184326171875, 121.61618041992188, 638.373291015625, 479.5651550292969]",0.768,person
2025-03-29 09:38:39.537,检测,"[207.9113006591797, 121.709716796875, 638.2632446289062, 479.51507568359375]",0.801,person
2025-03-29 09:38:39.558,检测,"[207.9113006591797, 121.709716796875, 638.2632446289062, 479.51507568359375]",0.801,person
2025-03-29 09:38:39.600,检测,"[208.0125732421875, 121.76126098632812, 638.220703125, 479.5377502441406]",0.773,person
2025-03-29 09:38:39.621,检测,"[208.0125732421875, 121.76126098632812, 638.220703125, 479.5377502441406]",0.773,person
2025-03-29 09:38:39.667,检测,"[205.04371643066406, 121.5513916015625, 638.1978759765625, 479.49859619140625]",0.779,person
2025-03-29 09:38:39.686,检测,"[205.04371643066406, 121.5513916015625, 638.1978759765625, 479.49859619140625]",0.779,person
2025-03-29 09:38:39.727,检测,"[217.4617919921875, 122.99652099609375, 638.3458862304688, 479.54241943359375]",0.774,person
2025-03-29 09:38:39.748,检测,"[217.4617919921875, 122.99652099609375, 638.3458862304688, 479.54241943359375]",0.774,person
2025-03-29 09:38:39.793,检测,"[215.19073486328125, 121.70852661132812, 639.875244140625, 477.8723449707031]",0.759,person
2025-03-29 09:38:39.815,检测,"[215.19073486328125, 121.70852661132812, 639.875244140625, 477.8723449707031]",0.759,person
2025-03-29 09:38:39.857,检测,"[192.87461853027344, 120.99298095703125, 638.2623291015625, 479.50775146484375]",0.75,person
2025-03-29 09:38:40.292,检测,"[192.87461853027344, 120.99298095703125, 638.2623291015625, 479.50775146484375]",0.75,person
2025-03-29 09:38:51.932,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:38:51.968,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:38:51.986,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:38:52.243,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:38:52.262,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:38:52.281,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:38:52.299,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:38:52.318,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:38:52.337,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 09:38:52.354,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 09:38:52.373,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 09:38:52.391,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 09:38:52.410,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 09:38:53.105,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 09:38:53.165,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 09:38:53.193,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 09:38:53.227,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 09:38:53.245,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 09:38:53.263,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 09:38:53.282,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 09:38:53.300,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 09:38:53.319,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 09:38:53.338,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 09:38:53.355,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 09:38:53.374,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 09:38:53.393,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 09:38:53.411,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 09:38:53.431,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 09:38:53.449,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 09:38:53.468,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 09:38:53.486,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 09:38:53.504,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:38:53.526,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-03-29 09:38:53.546,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-03-29 09:38:53.564,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-03-29 09:38:53.584,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-03-29 09:38:53.604,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-03-29 09:38:53.623,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-03-29 09:38:53.642,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-03-29 09:38:54.423,报警,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:38:54.890,检测,"[731.3900756835938, 322.4884033203125, 754.7687377929688, 388.0484619140625]",0.532,person
2025-03-29 09:38:56.019,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:38:56.055,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:38:56.081,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:38:56.336,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:38:56.356,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:38:56.375,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:38:56.393,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:38:56.411,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:38:56.431,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
2025-03-29 09:38:56.449,检测,"[751.0135498046875, 357.28472900390625, 792.327880859375, 446.8656005859375]",0.655,person
2025-03-29 09:38:56.467,检测,"[750.5753173828125, 356.59356689453125, 793.3721923828125, 446.74151611328125]",0.645,person
2025-03-29 09:38:56.486,检测,"[748.6304931640625, 358.4967041015625, 790.6514892578125, 446.8555908203125]",0.57,person
2025-03-29 09:38:56.504,检测,"[745.8463134765625, 358.99383544921875, 789.403076171875, 447.26055908203125]",0.551,person
2025-03-29 09:38:57.198,检测,"[676.4293212890625, 323.5017395019531, 733.0794677734375, 449.7680969238281]",0.545,person
2025-03-29 09:38:57.261,检测,"[690.0069580078125, 318.40264892578125, 746.3756103515625, 453.78460693359375]",0.632,person
2025-03-29 09:38:57.279,检测,"[695.8156127929688, 319.2911376953125, 749.9519653320312, 455.72564697265625]",0.668,person
2025-03-29 09:38:57.318,检测,"[696.708984375, 323.1128234863281, 754.9580078125, 464.6448059082031]",0.606,person
2025-03-29 09:38:57.337,检测,"[699.166259765625, 321.6081848144531, 757.8408203125, 465.4164123535156]",0.744,person
2025-03-29 09:38:57.355,检测,"[704.27783203125, 321.47479248046875, 758.318115234375, 465.24273681640625]",0.636,person
2025-03-29 09:38:57.374,检测,"[704.8925170898438, 320.744873046875, 760.9990844726562, 468.593994140625]",0.767,person
2025-03-29 09:38:57.392,检测,"[707.9710693359375, 321.3701171875, 765.4708251953125, 467.324951171875]",0.782,person
2025-03-29 09:38:57.411,检测,"[705.327392578125, 321.869384765625, 767.91748046875, 466.179443359375]",0.622,person
2025-03-29 09:38:57.431,检测,"[711.5606689453125, 321.78424072265625, 773.0369873046875, 466.50628662109375]",0.693,person
2025-03-29 09:38:57.452,检测,"[715.0552978515625, 320.22418212890625, 777.4527587890625, 467.91204833984375]",0.735,person
2025-03-29 09:38:57.473,检测,"[718.9814453125, 319.1072998046875, 782.0751953125, 469.53955078125]",0.636,person
2025-03-29 09:38:57.493,检测,"[723.1797485351562, 321.2110595703125, 786.7974243164062, 474.0201416015625]",0.719,person
2025-03-29 09:38:57.518,检测,"[732.827880859375, 319.1070556640625, 790.621826171875, 475.9014892578125]",0.777,person
2025-03-29 09:38:57.537,检测,"[741.7459106445312, 318.43865966796875, 796.7180786132812, 474.77679443359375]",0.788,person
2025-03-29 09:38:57.555,检测,"[743.5889282226562, 316.30987548828125, 798.7797241210938, 478.64898681640625]",0.786,person
2025-03-29 09:38:57.573,检测,"[740.3251342773438, 315.14642333984375, 804.9553833007812, 477.26080322265625]",0.798,person
2025-03-29 09:38:57.593,检测,"[747.531982421875, 314.93841552734375, 809.900634765625, 476.820556640625]",0.752,person
2025-03-29 09:38:57.611,检测,"[744.866455078125, 315.064208984375, 812.053466796875, 479.103759765625]",0.807,person
2025-03-29 09:38:57.629,检测,"[753.5914306640625, 313.75665283203125, 818.5018310546875, 481.03570556640625]",0.813,person
2025-03-29 09:38:57.650,检测,"[762.156494140625, 315.92633056640625, 823.50927734375, 482.7852783203125]",0.793,person
2025-03-29 09:38:57.670,检测,"[765.9417724609375, 316.52508544921875, 828.5108642578125, 488.75390625]",0.835,person
2025-03-29 09:38:57.688,检测,"[771.609130859375, 317.3717041015625, 835.5057373046875, 491.84332275390625]",0.851,person
2025-03-29 09:38:57.708,检测,"[774.6661376953125, 316.85552978515625, 843.0567626953125, 494.06597900390625]",0.75,person
2025-03-29 09:38:57.726,检测,"[774.6293334960938, 317.43670654296875, 845.8893432617188, 499.1942138671875]",0.774,person
2025-03-29 09:38:57.755,检测,"[774.771728515625, 318.21148681640625, 848.00537109375, 496.06866455078125]",0.827,person
2025-03-29 09:38:58.995,检测,"[731.3900756835938, 322.4884033203125, 754.7687377929688, 388.0484619140625]",0.532,person
2025-03-29 09:39:00.139,检测,"[772.557373046875, 357.6663818359375, 800.9613037109375, 432.292236328125]",0.522,person
2025-03-29 09:39:00.176,检测,"[770.99072265625, 355.6021728515625, 800.494384765625, 432.2513427734375]",0.552,person
2025-03-29 09:39:00.194,检测,"[770.3831787109375, 355.38995361328125, 800.4962158203125, 432.42816162109375]",0.512,person
2025-03-29 09:39:00.450,检测,"[764.7006225585938, 359.64501953125, 796.4854125976562, 442.988037109375]",0.655,person
2025-03-29 09:39:00.469,检测,"[763.0614013671875, 357.63043212890625, 795.878173828125, 442.66583251953125]",0.604,person
2025-03-29 09:39:00.487,检测,"[760.9395751953125, 356.87811279296875, 794.2701416015625, 441.25518798828125]",0.604,person
2025-03-29 09:39:00.506,检测,"[759.3951416015625, 356.7105407714844, 793.3194580078125, 442.6293029785156]",0.677,person
2025-03-29 09:39:00.524,检测,"[754.376220703125, 355.9720153808594, 792.56298828125, 444.4900817871094]",0.725,person
2025-03-29 09:39:00.543,检测,"[752.6732177734375, 356.0767822265625, 792.4884033203125, 446.48663330078125]",0.7,person
